page,image_index,file_name,source_name,bytes,sha256,path,unique_path
1,1,page-01-image-01.png,X5.png,1620906,136aa5dddecaaaf1e77066f9eb2331d4c08d1525683e228c0d9451ebb6792a50,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-01.png,D:\git\outputs\pdf\site_image_0616\unique_images\136aa5dddecaaaf1.png
1,2,page-01-image-02.png,X7.png,268738,529aae145785a61bb481da1d8f2d39473a9129e34fe37eadf14ed388dbf75f0e,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-02.png,D:\git\outputs\pdf\site_image_0616\unique_images\529aae145785a61b.png
1,3,page-01-image-03.png,X8.png,10773,a2c98fddd6f2e2944f07d634c3c6d7b7b8850c22a4666a4190c37b8993dce373,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-03.png,D:\git\outputs\pdf\site_image_0616\unique_images\a2c98fddd6f2e294.png
1,4,page-01-image-04.png,X10.png,8783,6d85e3429eb6901267c92aeb7792cc4be9f274fe16c28a40b7fd271cfb7b9a52,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-04.png,D:\git\outputs\pdf\site_image_0616\unique_images\6d85e3429eb69012.png
1,5,page-01-image-05.png,X12.png,8851,7f99db3c737670b256d8bee68e546847d788f02e00488011731b9b23ea9d1006,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-05.png,D:\git\outputs\pdf\site_image_0616\unique_images\7f99db3c737670b2.png
1,6,page-01-image-06.png,X14.png,37211,a2996eba34e776edc9b272ae8cc4498b73b2f29c6c4023a2f50673b3f2b4eaec,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-06.png,D:\git\outputs\pdf\site_image_0616\unique_images\a2996eba34e776ed.png
1,7,page-01-image-07.png,X16.png,11022,d14ba90dccb9d4143d31139dd3af8221bcea6df2c32e610a03113fd48137843d,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-07.png,D:\git\outputs\pdf\site_image_0616\unique_images\d14ba90dccb9d414.png
1,8,page-01-image-08.png,X18.png,31408,4c26da790269d6bac36cc1e86a609ebc37c8e7319a8bd8821d12b5e675a26066,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-08.png,D:\git\outputs\pdf\site_image_0616\unique_images\4c26da790269d6ba.png
1,9,page-01-image-09.png,X20.png,6470,6ba4c810501b9a731d75dd73c78f5ca274e2b11ff190ac8ffa25c12e7f21dc49,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-09.png,D:\git\outputs\pdf\site_image_0616\unique_images\6ba4c810501b9a73.png
1,10,page-01-image-10.png,X22.png,381259,5ff3973c8b081b261d8ecd72180803eef571293618c445ce994c098ef15d9057,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-10.png,D:\git\outputs\pdf\site_image_0616\unique_images\5ff3973c8b081b26.png
1,11,page-01-image-11.png,X24.png,7729,9f42f45a3549a9a94d7cdb32c0f79959326b14da880a22bc187fb6ee05beaa69,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-11.png,D:\git\outputs\pdf\site_image_0616\unique_images\9f42f45a3549a9a9.png
1,12,page-01-image-12.png,X26.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-12.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
1,13,page-01-image-13.png,X30.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-13.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
1,14,page-01-image-14.png,X26.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-14.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
1,15,page-01-image-15.png,X30.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-15.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
1,16,page-01-image-16.png,X26.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-16.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
1,17,page-01-image-17.png,X30.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-17.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
1,18,page-01-image-18.png,X26.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-18.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
1,19,page-01-image-19.png,X30.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-19.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
1,20,page-01-image-20.png,X44.png,2329,2a4065cfa6c4a32397cff7b681dfea62d6a7975e9f3d30522fa3c6cfb8d505fd,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-20.png,D:\git\outputs\pdf\site_image_0616\unique_images\2a4065cfa6c4a323.png
1,21,page-01-image-21.png,X46.png,2338,6b72df69eb075422205d4cb24c23a8cad6ab56a29e3cf12aac14a7c1a6f956f1,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-21.png,D:\git\outputs\pdf\site_image_0616\unique_images\6b72df69eb075422.png
1,22,page-01-image-22.png,X48.png,2329,2a4065cfa6c4a32397cff7b681dfea62d6a7975e9f3d30522fa3c6cfb8d505fd,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-22.png,D:\git\outputs\pdf\site_image_0616\unique_images\2a4065cfa6c4a323.png
1,23,page-01-image-23.png,X50.png,563919,906b623ab98f4d2b4c5297271e1f17eba3612682e47013a7102787018d38885c,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-23.png,D:\git\outputs\pdf\site_image_0616\unique_images\906b623ab98f4d2b.png
1,24,page-01-image-24.png,X51.png,499696,4700a8373000634adc79f2a3ca8220fa5b6deb804cb26b3ca690a5194ea06087,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-24.png,D:\git\outputs\pdf\site_image_0616\unique_images\4700a8373000634a.png
1,25,page-01-image-25.png,X52.png,230110,e9b9ba2e9026065b3e1fbc0e9d5620ce7ff4c2c3174e6460e9cde61728224696,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-25.png,D:\git\outputs\pdf\site_image_0616\unique_images\e9b9ba2e9026065b.png
1,26,page-01-image-26.png,X53.png,55120,f6e1e98a5b057791680b1e3eb1e8008f23a00149f28424d40bc99b32d07a5615,D:\git\outputs\pdf\site_image_0616\embedded_images\page-01\page-01-image-26.png,D:\git\outputs\pdf\site_image_0616\unique_images\f6e1e98a5b057791.png
2,1,page-02-image-01.png,X4.png,31408,4c26da790269d6bac36cc1e86a609ebc37c8e7319a8bd8821d12b5e675a26066,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-01.png,D:\git\outputs\pdf\site_image_0616\unique_images\4c26da790269d6ba.png
2,2,page-02-image-02.png,X7.png,7729,9f42f45a3549a9a94d7cdb32c0f79959326b14da880a22bc187fb6ee05beaa69,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-02.png,D:\git\outputs\pdf\site_image_0616\unique_images\9f42f45a3549a9a9.png
2,3,page-02-image-03.png,X11.png,1671932,b7b53294e6d9125214c1f2bdf041c18596d0d0dd6d1cc3d3e0efaa55630ebb6e,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-03.png,D:\git\outputs\pdf\site_image_0616\unique_images\b7b53294e6d91252.png
2,4,page-02-image-04.png,X12.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-04.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
2,5,page-02-image-05.png,X16.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-05.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
2,6,page-02-image-06.png,X21.png,6470,6ba4c810501b9a731d75dd73c78f5ca274e2b11ff190ac8ffa25c12e7f21dc49,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-06.png,D:\git\outputs\pdf\site_image_0616\unique_images\6ba4c810501b9a73.png
2,7,page-02-image-07.png,X23.png,10836,8d3dec785d09ec623002486af008ceb66aa0c3631a20e4d070a2ebc48c75cd05,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-07.png,D:\git\outputs\pdf\site_image_0616\unique_images\8d3dec785d09ec62.png
2,8,page-02-image-08.png,X25.png,1981,aa0ddb255cde57ac53b860efcbd4a5fcb903d36a55c49f112efe67c7237ad113,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-08.png,D:\git\outputs\pdf\site_image_0616\unique_images\aa0ddb255cde57ac.png
2,9,page-02-image-09.png,X27.png,258539,1d667df96ddbe08c7405e8eeaf12483ea5357feadfaeca47a7978b761531aabf,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-09.png,D:\git\outputs\pdf\site_image_0616\unique_images\1d667df96ddbe08c.png
2,10,page-02-image-10.png,X12.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-10.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
2,11,page-02-image-11.png,X16.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-11.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
2,12,page-02-image-12.png,X12.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-12.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
2,13,page-02-image-13.png,X16.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-13.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
2,14,page-02-image-14.png,X12.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-14.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
2,15,page-02-image-15.png,X16.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-15.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
2,16,page-02-image-16.png,X12.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-16.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
2,17,page-02-image-17.png,X16.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-17.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
2,18,page-02-image-18.png,X12.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-18.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
2,19,page-02-image-19.png,X16.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-19.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
2,20,page-02-image-20.png,X12.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-20.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
2,21,page-02-image-21.png,X16.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-21.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
2,22,page-02-image-22.png,X12.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-22.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
2,23,page-02-image-23.png,X16.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-23.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
2,24,page-02-image-24.png,X12.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-24.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
2,25,page-02-image-25.png,X16.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-25.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
2,26,page-02-image-26.png,X12.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-26.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
2,27,page-02-image-27.png,X16.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-27.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
2,28,page-02-image-28.png,X57.png,23465,da6a41e447e642c8c2cb8aa67c80a8f77c1b52271be932d4c210cb24c6021941,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-28.png,D:\git\outputs\pdf\site_image_0616\unique_images\da6a41e447e642c8.png
2,29,page-02-image-29.png,X59.png,3106,93a73754b2dd35731f9cdcb577047c2209dd666a796d4c729ea6a6a70fb4768d,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-29.png,D:\git\outputs\pdf\site_image_0616\unique_images\93a73754b2dd3573.png
2,30,page-02-image-30.png,X60.png,198346,2f1ae6268dca2b3b3987ad4c980318361e1552eef897271198738ecb226561d0,D:\git\outputs\pdf\site_image_0616\embedded_images\page-02\page-02-image-30.png,D:\git\outputs\pdf\site_image_0616\unique_images\2f1ae6268dca2b3b.png
3,1,page-03-image-01.png,X4.png,25703,e4d14a2d1519f69c4833fe76d37c88d3140a608b555ff5b59c5493d6fca43057,D:\git\outputs\pdf\site_image_0616\embedded_images\page-03\page-03-image-01.png,D:\git\outputs\pdf\site_image_0616\unique_images\e4d14a2d1519f69c.png
3,2,page-03-image-02.png,X7.png,7729,9f42f45a3549a9a94d7cdb32c0f79959326b14da880a22bc187fb6ee05beaa69,D:\git\outputs\pdf\site_image_0616\embedded_images\page-03\page-03-image-02.png,D:\git\outputs\pdf\site_image_0616\unique_images\9f42f45a3549a9a9.png
3,3,page-03-image-03.png,X11.png,29551,e1ec2e9944a2911b673272ec6e04ca76fa9ebb4f2ef2c2535342c488b5f49a46,D:\git\outputs\pdf\site_image_0616\embedded_images\page-03\page-03-image-03.png,D:\git\outputs\pdf\site_image_0616\unique_images\e1ec2e9944a2911b.png
3,4,page-03-image-04.png,X15.png,29276,fc87a5144016144156cd7f5ea29252de83eb9727ab8a2702defd5faeb00baf58,D:\git\outputs\pdf\site_image_0616\embedded_images\page-03\page-03-image-04.png,D:\git\outputs\pdf\site_image_0616\unique_images\fc87a51440161441.png
3,5,page-03-image-05.png,X20.png,879207,94905427115244d5d0512524d1d9cd9ee8ae1b65d3435c4ba7ebf218d2b652a8,D:\git\outputs\pdf\site_image_0616\embedded_images\page-03\page-03-image-05.png,D:\git\outputs\pdf\site_image_0616\unique_images\94905427115244d5.png
